0.0e0 0.0e0 0.0e0 0.0e0
0.0e0 5.0e-2 2.31343e0 2.31343e0
0.0e0 1.0e-1 4.62687e0 4.62687e0
0.0e0 1.5e-1 6.9403e0 6.9403e0
0.0e0 2.0e-1 9.25373e0 9.25373e0
0.0e0 2.5e-1 1.156716e1 1.156716e1
0.0e0 3.0e-1 1.38806e1 1.38806e1
0.0e0 3.5e-1 1.619403e1 1.619403e1
0.0e0 4.0e-1 1.850746e1 1.850746e1
0.0e0 4.5e-1 2.08209e1 2.08209e1
0.0e0 5.0e-1 2.313433e1 2.313433e1
0.0e0 5.5e-1 2.544776e1 2.544776e1
0.0e0 6.0e-1 2.776119e1 2.776119e1
0.0e0 6.5e-1 3.007463e1 3.007463e1

5.0e-2 0.0e0 0.0e0 0.0e0
5.0e-2 5.0e-2 2.14079e0 2.14079e0
5.0e-2 1.0e-1 4.28158e0 4.28158e0
5.0e-2 1.5e-1 6.42237e0 6.42237e0
5.0e-2 2.0e-1 8.56315e0 8.56315e0
5.0e-2 2.5e-1 1.070394e1 1.070394e1
5.0e-2 3.0e-1 1.284473e1 1.284473e1
5.0e-2 3.5e-1 1.498552e1 1.498552e1
5.0e-2 4.0e-1 1.712631e1 1.712631e1
5.0e-2 4.5e-1 1.92671e1 1.92671e1
5.0e-2 5.0e-1 2.140789e1 2.140789e1
5.0e-2 5.5e-1 2.354867e1 2.354867e1
5.0e-2 6.0e-1 2.568946e1 2.568946e1
5.0e-2 6.5e-1 2.783025e1 2.783025e1

1.0e-1 0.0e0 0.0e0 0.0e0
1.0e-1 5.0e-2 1.96814e0 1.96814e0
1.0e-1 1.0e-1 3.93629e0 3.93629e0
1.0e-1 1.5e-1 5.90443e0 5.90443e0
1.0e-1 2.0e-1 7.87258e0 7.87258e0
1.0e-1 2.5e-1 9.84072e0 9.84072e0
1.0e-1 3.0e-1 1.180887e1 1.180887e1
1.0e-1 3.5e-1 1.377701e1 1.377701e1
1.0e-1 4.0e-1 1.574515e1 1.574515e1
1.0e-1 4.5e-1 1.77133e1 1.77133e1
1.0e-1 5.0e-1 1.968144e1 1.968144e1
1.0e-1 5.5e-1 2.164959e1 2.164959e1
1.0e-1 6.0e-1 2.361773e1 2.361773e1
1.0e-1 6.5e-1 2.558588e1 2.558588e1

1.5e-1 0.0e0 0.0e0 0.0e0
1.5e-1 5.0e-2 1.7955e0 1.7955e0
1.5e-1 1.0e-1 3.591e0 3.591e0
1.5e-1 1.5e-1 5.3865e0 5.3865e0
1.5e-1 2.0e-1 7.182e0 7.182e0
1.5e-1 2.5e-1 8.9775e0 8.9775e0
1.5e-1 3.0e-1 1.0773e1 1.0773e1
1.5e-1 3.5e-1 1.25685e1 1.25685e1
1.5e-1 4.0e-1 1.4364e1 1.4364e1
1.5e-1 4.5e-1 1.61595e1 1.61595e1
1.5e-1 5.0e-1 1.7955e1 1.7955e1
1.5e-1 5.5e-1 1.97505e1 1.97505e1
1.5e-1 6.0e-1 2.1546e1 2.1546e1
1.5e-1 6.5e-1 2.33415e1 2.33415e1

2.0e-1 0.0e0 0.0e0 0.0e0
2.0e-1 5.0e-2 1.62286e0 1.62286e0
2.0e-1 1.0e-1 3.24571e0 3.24571e0
2.0e-1 1.5e-1 4.86857e0 4.86857e0
2.0e-1 2.0e-1 6.49142e0 6.49142e0
2.0e-1 2.5e-1 8.11428e0 8.11428e0
2.0e-1 3.0e-1 9.73714e0 9.73714e0
2.0e-1 3.5e-1 1.135999e1 1.135999e1
2.0e-1 4.0e-1 1.298285e1 1.298285e1
2.0e-1 4.5e-1 1.46057e1 1.46057e1
2.0e-1 5.0e-1 1.622856e1 1.622856e1
2.0e-1 5.5e-1 1.785141e1 1.785141e1
2.0e-1 6.0e-1 1.947427e1 1.947427e1
2.0e-1 6.5e-1 2.109713e1 2.109713e1

2.5e-1 0.0e0 0.0e0 0.0e0
2.5e-1 5.0e-2 1.45021e0 1.45021e0
2.5e-1 1.0e-1 2.90042e0 2.90042e0
2.5e-1 1.5e-1 4.35063e0 4.35063e0
2.5e-1 2.0e-1 5.80085e0 5.80085e0
2.5e-1 2.5e-1 7.25106e0 7.25106e0
2.5e-1 3.0e-1 8.70127e0 8.70127e0
2.5e-1 3.5e-1 1.015148e1 1.015148e1
2.5e-1 4.0e-1 1.160169e1 1.160169e1
2.5e-1 4.5e-1 1.30519e1 1.30519e1
2.5e-1 5.0e-1 1.450212e1 1.450212e1
2.5e-1 5.5e-1 1.595233e1 1.595233e1
2.5e-1 6.0e-1 1.740254e1 1.740254e1
2.5e-1 6.5e-1 1.885275e1 1.885275e1

3.0e-1 0.0e0 0.0e0 0.0e0
3.0e-1 5.0e-2 1.27757e0 1.27757e0
3.0e-1 1.0e-1 2.55513e0 2.55513e0
3.0e-1 1.5e-1 3.8327e0 3.8327e0
3.0e-1 2.0e-1 5.11027e0 5.11027e0
3.0e-1 2.5e-1 6.38784e0 6.38784e0
3.0e-1 3.0e-1 7.6654e0 7.6654e0
3.0e-1 3.5e-1 8.94297e0 8.94297e0
3.0e-1 4.0e-1 1.022054e1 1.022054e1
3.0e-1 4.5e-1 1.149811e1 1.149811e1
3.0e-1 5.0e-1 1.277567e1 1.277567e1
3.0e-1 5.5e-1 1.405324e1 1.405324e1
3.0e-1 6.0e-1 1.533081e1 1.533081e1
3.0e-1 6.5e-1 1.660838e1 1.660838e1

3.5e-1 0.0e0 0.0e0 0.0e0
3.5e-1 5.0e-2 1.10492e0 1.10492e0
3.5e-1 1.0e-1 2.20985e0 2.20985e0
3.5e-1 1.5e-1 3.31477e0 3.31477e0
3.5e-1 2.0e-1 4.41969e0 4.41969e0
3.5e-1 2.5e-1 5.52462e0 5.52462e0
3.5e-1 3.0e-1 6.62954e0 6.62954e0
