0.0e0 0.0e0 3.1e1 3.1e1
0.0e0 5.0e-2 2.868657e1 2.868657e1
0.0e0 1.0e-1 2.637313e1 2.637313e1
0.0e0 1.5e-1 2.40597e1 2.40597e1
0.0e0 2.0e-1 2.174627e1 2.174627e1
0.0e0 2.5e-1 1.943284e1 1.943284e1
0.0e0 3.0e-1 1.71194e1 1.71194e1
0.0e0 3.5e-1 1.480597e1 1.480597e1
0.0e0 4.0e-1 1.249254e1 1.249254e1
0.0e0 4.5e-1 1.01791e1 1.01791e1
0.0e0 5.0e-1 7.86567e0 7.86567e0
0.0e0 5.5e-1 5.55224e0 5.55224e0
0.0e0 6.0e-1 3.23881e0 3.23881e0
0.0e0 6.5e-1 9.2537e-1 9.2537e-1

5.0e-2 0.0e0 2.868657e1 2.868657e1
5.0e-2 5.0e-2 2.654578e1 2.654578e1
5.0e-2 1.0e-1 2.440499e1 2.440499e1
5.0e-2 1.5e-1 2.22642e1 2.22642e1
5.0e-2 2.0e-1 2.012341e1 2.012341e1
5.0e-2 2.5e-1 1.798262e1 1.798262e1
5.0e-2 3.0e-1 1.584184e1 1.584184e1
5.0e-2 3.5e-1 1.370105e1 1.370105e1
5.0e-2 4.0e-1 1.156026e1 1.156026e1
5.0e-2 4.5e-1 9.41947e0 9.41947e0
5.0e-2 5.0e-1 7.27868e0 7.27868e0
5.0e-2 5.5e-1 5.13789e0 5.13789e0
5.0e-2 6.0e-1 2.9971e0 2.9971e0
5.0e-2 6.5e-1 8.5632e-1 8.5632e-1

1.0e-1 0.0e0 2.637313e1 2.637313e1
1.0e-1 5.0e-2 2.440499e1 2.440499e1
1.0e-1 1.0e-1 2.243685e1 2.243685e1
1.0e-1 1.5e-1 2.04687e1 2.04687e1
1.0e-1 2.0e-1 1.850056e1 1.850056e1
1.0e-1 2.5e-1 1.653241e1 1.653241e1
1.0e-1 3.0e-1 1.456427e1 1.456427e1
1.0e-1 3.5e-1 1.259612e1 1.259612e1
1.0e-1 4.0e-1 1.062798e1 1.062798e1
1.0e-1 4.5e-1 8.65984e0 8.65984e0
1.0e-1 5.0e-1 6.69169e0 6.69169e0
1.0e-1 5.5e-1 4.72355e0 4.72355e0
1.0e-1 6.0e-1 2.7554e0 2.7554e0
1.0e-1 6.5e-1 7.8726e-1 7.8726e-1

1.5e-1 0.0e0 2.40597e1 2.40597e1
1.5e-1 5.0e-2 2.22642e1 2.22642e1
1.5e-1 1.0e-1 2.04687e1 2.04687e1
1.5e-1 1.5e-1 1.86732e1 1.86732e1
1.5e-1 2.0e-1 1.68777e1 1.68777e1
1.5e-1 2.5e-1 1.50822e1 1.50822e1
1.5e-1 3.0e-1 1.32867e1 1.32867e1
1.5e-1 3.5e-1 1.14912e1 1.14912e1
1.5e-1 4.0e-1 9.6957e0 9.6957e0
1.5e-1 4.5e-1 7.9002e0 7.9002e0
1.5e-1 5.0e-1 6.1047e0 6.1047e0
1.5e-1 5.5e-1 4.3092e0 4.3092e0
1.5e-1 6.0e-1 2.5137e0 2.5137e0
1.5e-1 6.5e-1 7.182e-1 7.182e-1

2.0e-1 0.0e0 2.174627e1 2.174627e1
2.0e-1 5.0e-2 2.012341e1 2.012341e1
2.0e-1 1.0e-1 1.850056e1 1.850056e1
2.0e-1 1.5e-1 1.68777e1 1.68777e1
2.0e-1 2.0e-1 1.525485e1 1.525485e1
2.0e-1 2.5e-1 1.363199e1 1.363199e1
2.0e-1 3.0e-1 1.200913e1 1.200913e1
2.0e-1 3.5e-1 1.038628e1 1.038628e1
2.0e-1 4.0e-1 8.76342e0 8.76342e0
2.0e-1 4.5e-1 7.14057e0 7.14057e0
2.0e-1 5.0e-1 5.51771e0 5.51771e0
2.0e-1 5.5e-1 3.89485e0 3.89485e0
2.0e-1 6.0e-1 2.272e0 2.272e0
2.0e-1 6.5e-1 6.4914e-1 6.4914e-1

2.5e-1 0.0e0 1.943284e1 1.943284e1
2.5e-1 5.0e-2 1.798262e1 1.798262e1
2.5e-1 1.0e-1 1.653241e1 1.653241e1
2.5e-1 1.5e-1 1.50822e1 1.50822e1
2.5e-1 2.0e-1 1.363199e1 1.363199e1
2.5e-1 2.5e-1 1.218178e1 1.218178e1
2.5e-1 3.0e-1 1.073157e1 1.073157e1
2.5e-1 3.5e-1 9.28135e0 9.28135e0
2.5e-1 4.0e-1 7.83114e0 7.83114e0
2.5e-1 4.5e-1 6.38093e0 6.38093e0
2.5e-1 5.0e-1 4.93072e0 4.93072e0
2.5e-1 5.5e-1 3.48051e0 3.48051e0
2.5e-1 6.0e-1 2.0303e0 2.0303e0
2.5e-1 6.5e-1 5.8008e-1 5.8008e-1

3.0e-1 0.0e0 1.71194e1 1.71194e1
3.0e-1 5.0e-2 1.584184e1 1.584184e1
3.0e-1 1.0e-1 1.456427e1 1.456427e1
3.0e-1 1.5e-1 1.32867e1 1.32867e1
3.0e-1 2.0e-1 1.200913e1 1.200913e1
3.0e-1 2.5e-1 1.073157e1 1.073157e1
3.0e-1 3.0e-1 9.454e0 9.454e0
3.0e-1 3.5e-1 8.17643e0 8.17643e0
3.0e-1 4.0e-1 6.89886e0 6.89886e0
3.0e-1 4.5e-1 5.6213e0 5.6213e0
3.0e-1 5.0e-1 4.34373e0 4.34373e0
3.0e-1 5.5e-1 3.06616e0 3.06616e0
3.0e-1 6.0e-1 1.78859e0 1.78859e0
3.0e-1 6.5e-1 5.1103e-1 5.1103e-1

3.5e-1 0.0e0 1.480597e1 1.480597e1
3.5e-1 5.0e-2 1.370105e1 1.370105e1
3.5e-1 1.0e-1 1.259612e1 1.259612e1
3.5e-1 1.5e-1 1.14912e1 1.14912e1
3.5e-1 2.0e-1 1.038628e1 1.038628e1
3.5e-1 2.5e-1 9.28135e0 9.28135e0
3.5e-1 3.0e-1 8.17643e0 8.17643e0
3.5e-1 3.5e-1 7.07151e0 7.07151e0
3.5e-1 4.0e-1 5.96658e0 5.96658e0
3.5e-1 4.5e-1 4.86166e0 4.86166e0
3.5e-1 5.0e-1 3.75674e0 3.75674e0
3.5e-1 5.5e-1 2.65182e0 2.65182e0
3.5e-1 6.0e-1 1.54689e0 1.54689e0
3.5e-1 6.5e-1 4.4197e-1 4.4197e-1

4.0e-1 0.0e0 1.249254e1 1.249254e1
4.0e-1 5.0e-2 1.156026e1 1.156026e1
4.0e-1 1.0e-1 1.062798e1 1.062798e1
4.0e-1 1.5e-1 9.6957e0 9.6957e0
4.0e-1 2.0e-1 8.76342e0 8.76342e0
4.0e-1 2.5e-1 7.83114e0 7.83114e0
